TIPO_AGENTE,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,ANO,PAIS,CANTIDAD_REGISTROS
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDAD VERACRUZANA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2015,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDAD VERACRUZANA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2022,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDAD VERACRUZANA,870 - LITERATURAS LATINAS E ITALIANAS,2015,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE DE SAO PAULO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE ESTADUAL DE CAMPINAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE ESTADUAL DE CAMPINAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,2.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE ESTADUAL DE CAMPINAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2016,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE ESTADUAL DE CAMPINAS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE ESTADUAL DE CAMPINAS,890 - LITERATURAS DE OTRAS LENGUAS,2017,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE ESTADUAL DE CAMPINAS,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2013,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE FEDERAL DE SANTA CATARINA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,SIN DATO,2011,BRASIL,1.0
EDITORIAL UNIVERSITARIA,ITALIANO,UNR EDITORA. EDITORIAL DE LA UNIVERSIDAD NACIONAL DE ROSARIO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,JAPONÉS,EL COLEGIO DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,JAPONÉS,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2022,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,JAPONÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2010,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,JAPONÉS,UNIVERSIDAD AUTONOMA METROPOLITANA,890 - LITERATURAS DE OTRAS LENGUAS,2014,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,JAPONÉS,UNIVERSIDAD DE ANTIOQUIA,890 - LITERATURAS DE OTRAS LENGUAS,2018,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,JAPONÉS,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2015,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,870 - LITERATURAS LATINAS E ITALIANAS,2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,EL COLEGIO DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,LATÍN,FACULDADE DE LETRAS,870 - LITERATURAS LATINAS E ITALIANAS,2021,BRASIL,2.0
EDITORIAL UNIVERSITARIA,LATÍN,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",870 - LITERATURAS LATINAS E ITALIANAS,2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,LATÍN,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2017,BRASIL,1.0
EDITORIAL UNIVERSITARIA,LATÍN,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU,800 - LITERATURA Y RETÓRICA: GENERAL,2010,PERÚ,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2010,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD DE GUANAJUATO,870 - LITERATURAS LATINAS E ITALIANAS,2018,MÉXICO,5.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD DE GUANAJUATO,870 - LITERATURAS LATINAS E ITALIANAS,2020,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD DE GUANAJUATO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2010,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2012,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2014,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2020,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2022,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2010,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,870 - LITERATURAS LATINAS E ITALIANAS,2013,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,870 - LITERATURAS LATINAS E ITALIANAS,2014,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,870 - LITERATURAS LATINAS E ITALIANAS,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2019,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD RAFAEL LANDIVAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,GUATEMALA,2.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDAD RAFAEL LANDIVAR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2020,GUATEMALA,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDADE ESTADUAL DE CAMPINAS,870 - LITERATURAS LATINAS E ITALIANAS,2014,BRASIL,3.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDADE ESTADUAL DE CAMPINAS,870 - LITERATURAS LATINAS E ITALIANAS,2015,BRASIL,3.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDADE ESTADUAL DE CAMPINAS,870 - LITERATURAS LATINAS E ITALIANAS,2016,BRASIL,1.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDADE FEDERAL DE MINAS GERAIS,870 - LITERATURAS LATINAS E ITALIANAS,2014,BRASIL,2.0
EDITORIAL UNIVERSITARIA,LATÍN,UNIVERSIDADE FEDERAL DE MINAS GERAIS,870 - LITERATURAS LATINAS E ITALIANAS,2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,MALTESE,EDITORIAL UNIVERSITARIA,800 - LITERATURA Y RETÓRICA: GENERAL,2023,HONDURAS,1.0
EDITORIAL UNIVERSITARIA,MAPUDUNGUN,UNIVERSIDAD DE GUADALAJARA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2023,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,CENTRO DE INVESTIGACIONES Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,890 - LITERATURAS DE OTRAS LENGUAS,2013,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2011,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2015,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2016,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD AUTONOMA DE QUERETARO,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD CATOLICA SEDES SAPIENTIAE,800 - LITERATURA Y RETÓRICA: GENERAL,2012,PERÚ,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD DE GUADALAJARA,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD DE ORIENTE,800 - LITERATURA Y RETÓRICA: GENERAL,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2012,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2013,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2015,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,4.0
EDITORIAL UNIVERSITARIA,MULTILINGUE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,EL COLEGIO DE JALISCO,890 - LITERATURAS DE OTRAS LENGUAS,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2022,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,UNIVERSIDAD DE GUADALAJARA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2022,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2020,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2023,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,MULTILINGÜE,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,NAHUATL,INSTITUTO VERACRUZANO DE LA CULTURA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2010,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD DE GUADALAJARA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD DE GUADALAJARA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2022,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD DE GUADALAJARA,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,4.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2023,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,NAHUATL,UNIVERSIDAD VERACRUZANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNIVERSIDAD DE LOS ANDES,800 - LITERATURA Y RETÓRICA: GENERAL,2016,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNIVERSIDAD NACIONAL DE ENTRE RIOS. UNER,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNIVERSIDAD NACIONAL DE LA PLATA,800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNSAMEDITA,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,2.0
EDITORIAL UNIVERSITARIA,NEERLANDÉS,UNSAMEDITA,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,2.0
EDITORIAL UNIVERSITARIA,OTROS IDIOMAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PERSA,UNIVERSIDAD AUTONOMA DE SINALOA,890 - LITERATURAS DE OTRAS LENGUAS,2011,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PERSA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,POLACO,EDICIONES UNIVERSIDAD AUSTRAL DE CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,2024,CHILE,1.0
EDITORIAL UNIVERSITARIA,POLACO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2010,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,POLACO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2012,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,POLACO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2016,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,CENTRO DE ESTUDIOS ANTROPOLOGICOS DE LA UNIVERSIDAD CATOLICA (CEADUC),800 - LITERATURA Y RETÓRICA: GENERAL,2011,PARAGUAY,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,EDICIONES DE LA ESCUELA DE ARQUITECTURA Y DISENO DE LA PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,800 - LITERATURA Y RETÓRICA: GENERAL,2013,CHILE,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,EDICIONES UNIVERSIDAD DE VALPARAISO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,CHILE,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,EDICIONES UNIVERSIDAD DIEGO PORTALES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2016,CHILE,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,EDICIONES UNIVERSIDAD DIEGO PORTALES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2021,CHILE,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2010,CHILE,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,CHILE,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DO RIO GRANDE DO SUL - CAMPUS CANOAS",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,PONTIFICIA UNIVERSIDAD JAVERIANA,800 - LITERATURA Y RETÓRICA: GENERAL,2020,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD ANTONIO NARINO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2012,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2010,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2011,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2015,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2020,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2021,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2023,MÉXICO,4.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE NUEVO LEON,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE SINALOA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA DE SINALOA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD AUTONOMA METROPOLITANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2010,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD COOPERATIVA DE COLOMBIA,800 - LITERATURA Y RETÓRICA: GENERAL,2024,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE ANTIOQUIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE GUADALAJARA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LA SERENA,800 - LITERATURA Y RETÓRICA: GENERAL,2024,CHILE,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,800 - LITERATURA Y RETÓRICA: GENERAL,2015,COLOMBIA,3.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,800 - LITERATURA Y RETÓRICA: GENERAL,2016,COLOMBIA,3.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,800 - LITERATURA Y RETÓRICA: GENERAL,2021,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2016,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,COLOMBIA,4.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,COLOMBIA,4.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2020,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2021,COLOMBIA,3.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2022,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2023,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,COLOMBIA,2.0
