TIPO_AGENTE,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,ANO,PAIS,CANTIDAD_REGISTROS
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD DE LOS ANDES,890 - LITERATURAS DE OTRAS LENGUAS,2019,COLOMBIA,3.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD EAFIT,800 - LITERATURA Y RETÓRICA: GENERAL,2010,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD EAFIT,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2022,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD IBEROAMERICANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD INDUSTRIAL DE SANTANDER,800 - LITERATURA Y RETÓRICA: GENERAL,2017,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2011,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2012,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2013,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2014,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2020,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2022,MÉXICO,6.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2023,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2010,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2022,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2011,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD NACIONAL DE LA PAMPA,800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD SANTIAGO DE CALI,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD VERACRUZANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD VERACRUZANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD VERACRUZANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD VERACRUZANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2013,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDADE DE SAO PAULO,SIN DATO,2011,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDADE ESTADUAL DE CAMPINAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDADE ESTADUAL DE CAMPINAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDADE FEDERAL DE PERNAMBUCO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,BRASIL,1.0
EDITORIAL UNIVERSITARIA,PORTUGUÉS,UNSAMEDITA,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,2.0
EDITORIAL UNIVERSITARIA,QUECHUA,ENTIDAD PUBLICA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2016,PERÚ,1.0
EDITORIAL UNIVERSITARIA,QUECHUA,UNIVERSIDAD CATOLICA DE CUENCA,890 - LITERATURAS DE OTRAS LENGUAS,2014,ECUADOR,1.0
EDITORIAL UNIVERSITARIA,QUICHUA,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,800 - LITERATURA Y RETÓRICA: GENERAL,2022,ECUADOR,1.0
EDITORIAL UNIVERSITARIA,QUICHUA,UNIVERSIDAD NACIONAL DE EDUCACION DEL ECUADOR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,ECUADOR,1.0
EDITORIAL UNIVERSITARIA,RUMANO,EDITORIAL UNIVERSITARIA,800 - LITERATURA Y RETÓRICA: GENERAL,2023,HONDURAS,1.0
EDITORIAL UNIVERSITARIA,RUMANO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2010,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUMANO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUMANO,UNIVERSIDAD AUTONOMA DE SINALOA,890 - LITERATURAS DE OTRAS LENGUAS,2019,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUMANO,UNIVERSIDAD AUTONOMA DE SINALOA,890 - LITERATURAS DE OTRAS LENGUAS,2022,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUMANO,UNIVERSIDAD AUTONOMA DE SINALOA,890 - LITERATURAS DE OTRAS LENGUAS,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUMANO,UNIVERSIDAD AUTONOMA DE SINALOA,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUMANO,UNIVERSIDAD TECNOLOGICA DE PEREIRA,800 - LITERATURA Y RETÓRICA: GENERAL,2023,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,RUSO,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,CENTRO DE INVESTIGACION Y DOCENCIA ECONOMICAS,890 - LITERATURAS DE OTRAS LENGUAS,2018,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,EDICIONES UNIVERSIDAD AUSTRAL DE CHILE,890 - LITERATURAS DE OTRAS LENGUAS,2021,CHILE,1.0
EDITORIAL UNIVERSITARIA,RUSO,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2020,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,800 - LITERATURA Y RETÓRICA: GENERAL,2011,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2020,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD AUTONOMA DE NUEVO LEON,890 - LITERATURAS DE OTRAS LENGUAS,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD DE SONORA,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD DEL VALLE,890 - LITERATURAS DE OTRAS LENGUAS,2017,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD DEL VALLE,890 - LITERATURAS DE OTRAS LENGUAS,2020,COLOMBIA,3.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD IBEROAMERICANA,890 - LITERATURAS DE OTRAS LENGUAS,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD NACIONAL,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COSTA RICA,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2022,MÉXICO,4.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2023,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2012,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2013,MÉXICO,3.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,RUSO,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,2024,MÉXICO,4.0
EDITORIAL UNIVERSITARIA,SANSCRITO,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2020,MÉXICO,2.0
EDITORIAL UNIVERSITARIA,SANSCRITO,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,SANSCRITO,EL COLEGIO DE MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,2023,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,SANSCRITO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,SANSCRITO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2021,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,SANSCRITO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,ASSOCIACAO EDUCACIONAL LUTERANA DO BRASIL - AELBRA,800 - LITERATURA Y RETÓRICA: GENERAL,2014,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,ASSOCIACAO EDUCACIONAL LUTERANA DO BRASIL - AELBRA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,ASSOCIACAO EDUCACIONAL LUTERANA DO BRASIL - AELBRA,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,ASSOCIACAO PARANAENSE DE CULTURA - EDITORA UNIVERSITARIA CHAMPAGNAT,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,4.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,ASSOCIACAO PARANAENSE DE CULTURA - EDITORA UNIVERSITARIA CHAMPAGNAT,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,CENTRO UNIVERSITARIO DE FRANCA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,CENTRO UNIVERSITARIO FRANCISCANO,800 - LITERATURA Y RETÓRICA: GENERAL,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,CEUDESP - CENTRO DE EDUCACAO UNIVERSITARIA E DESENVOVIMENTO PROFISSIONAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,5.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,800 - LITERATURA Y RETÓRICA: GENERAL,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2017,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA DA UNIVERSIDADE DE SANTA CRUZ DO SUL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA DA UNIVERSIDADE FEDERAL DO PIAUI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA DA UNIVERSIDADE FEDERAL DO PIAUI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA DA UNIVERSIDADE PRESBITERIANA MACKENZIE,080 - COLECCIONES GENERALES,2022,BRASIL,5.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA E GRAFICA UNIVERSITARIA - UFPEL,SIN DATO,2011,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA UNIVERSIDADE DE BRASILIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2020,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORA UNIVERSITARIA - EDIPUCRS,800 - LITERATURA Y RETÓRICA: GENERAL,2022,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORIAL UNIVERSIDAD DE CALDAS,800 - LITERATURA Y RETÓRICA: GENERAL,2010,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORIAL UNIVERSIDAD DE CALDAS,800 - LITERATURA Y RETÓRICA: GENERAL,2011,COLOMBIA,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDITORIAL UNIVERSIDAD DE CALDAS,800 - LITERATURA Y RETÓRICA: GENERAL,2013,COLOMBIA,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDUCS - EDITORA DA UNIVERSIDADE DE CAXIAS DO SUL,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2023,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDUSP,800 - LITERATURA Y RETÓRICA: GENERAL,2023,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDUSP,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2022,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDUSP,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2023,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDUVIM,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EDUVIM,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EUDEM,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2015,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,EUDEM - EDITORIAL DE LA UNIVERSIDAD NACIONAL DE MAR DEL PLATA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2012,ARGENTINA,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FACULDADE DE FARMACIA DA UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,080 - COLECCIONES GENERALES,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,"FACULDADE DE FILOSOFIA, LETRAS E CIENCIAS HUMANAS",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,"FACULDADE DE FILOSOFIA, LETRAS E CIENCIAS HUMANAS",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FACULDADE DE LETRAS,870 - LITERATURAS LATINAS E ITALIANAS,2023,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FACULDADE ESTADUAL DE CIENCIAS E LETRAS DE CAMPO MOURAO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,SIN DATO,2011,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DE CAXIAS DO SUL,SIN DATO,2011,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,080 - COLECCIONES GENERALES,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,800 - LITERATURA Y RETÓRICA: GENERAL,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DE PASSO FUNDO,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO AMAZONAS,080 - COLECCIONES GENERALES,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,800 - LITERATURA Y RETÓRICA: GENERAL,2014,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO ESTADO DE MATO GROSSO,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO OESTE DE SANTA CATARINA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE DO VALE DO ITAJAI,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE ESTADUAL DO PIAUI,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,080 - COLECCIONES GENERALES,2014,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,080 - COLECCIONES GENERALES,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DO RIO GRANDE,800 - LITERATURA Y RETÓRICA: GENERAL,2014,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DO RIO GRANDE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDERAL DO TOCANTINS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,2.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDRAL DO VALE DE SAO FRANCISCO,080 - COLECCIONES GENERALES,2014,BRASIL,3.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSIDADE FEDRAL DO VALE DE SAO FRANCISCO,080 - COLECCIONES GENERALES,2015,BRASIL,1.0
EDITORIAL UNIVERSITARIA,SIN IDENTIFICAR,FUNDACAO UNIVERSITARIA DE DESENVOLVIMENTO E PESQUISA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,1.0
