PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
BRASIL,2024,EDITORA NOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
BRASIL,2024,EDITORA WISH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
BRASIL,2024,EDITORA WISH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,ELEFANTE LETRADO SERVICOS EDUCACIONAIS LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
BRASIL,2024,FELIPE SCHIRATO DE PAULA E SILVA CORREIA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,FOSFORO,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,2.0
BRASIL,2024,FOSFORO,890 - LITERATURAS DE OTRAS LENGUAS,NORUEGO,2.0
BRASIL,2024,GALUBA EDITORIAL,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,1.0
BRASIL,2024,GAPLA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,GRACIELA BOTELLA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
BRASIL,2024,GRUPO EDITORIAL FIVE,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,11.0
BRASIL,2024,GRUPO EDITORIAL RECORD,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,2.0
BRASIL,2024,GRUPO EDITORIAL RECORD,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
BRASIL,2024,GRUPO EDITORIAL RECORD,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALEMÁN,1.0
BRASIL,2024,GUTENBERG,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
BRASIL,2024,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
BRASIL,2024,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,3.0
BRASIL,2024,HELAINE HADDAD SIMOES MACHADO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,JAMBO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,1.0
BRASIL,2024,JAMBO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
BRASIL,2024,JAMBO EDITORA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
BRASIL,2024,JOAQUIM BATISTA DE SOUZA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2024,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,6.0
BRASIL,2024,LIVRO FALANTE,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,2.0
BRASIL,2024,LPM EDITORES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
BRASIL,2024,LUIS FERNANDO DE LIMA JUNIOR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,LUMINA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,MARCIA VIDAL CANDIDO FROZZA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
BRASIL,2024,NEW ORDER EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
BRASIL,2024,NOVA FRONTEIRA,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,2.0
BRASIL,2024,ODAYR EMILIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
BRASIL,2024,OPERA EDITORIAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,PITAYA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2024,PLATAFORMA21,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
BRASIL,2024,RELICARIO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
BRASIL,2024,RENATA GOMES PIMENTEL PIMENTA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,SEGUINTE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
BRASIL,2024,"SKEELO EDITORA, PRODUTOS E SERVICOS DIGITAIS LTDA",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
BRASIL,2024,TANA BALESDENT MOREANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2024,TEXT LAB,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,14.0
BRASIL,2024,THE GIFT BOX LTDA,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,2.0
BRASIL,2024,THE GIFT DARK,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,4.0
BRASIL,2024,THIAGO HENRIQUE AVELINO CRUZ,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
BRASIL,2024,URSO & BURURU,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
BRASIL,2024,VALQUIRIA KOVALEVICH,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,VERUS EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,5.0
CHILE,2023,ALQUIMIA EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
CHILE,2023,ANDRES URZUA DE LA SOTTA - PROVINCIANOS EDITORES,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CHILE,2023,ARBOL BRICOLAGE S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
CHILE,2023,CANOPUS EDITORIAL DIGITAL S.P.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
CHILE,2023,"CONCHA FUENTES, CAMILA FERNANDA",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
CHILE,2023,CUADRO DE TIZA EDICIONES LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,CUARTO PROPIO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
CHILE,2023,CUARTO PROPIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,2.0
CHILE,2023,EDICIONES LIBROS DEL CARDO EIRL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,EDICIONES LIBROS DEL CARDO EIRL,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
CHILE,2023,EDICIONES LIBROS DEL CARDO EIRL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
CHILE,2023,EDICIONES LIBROS DEL CARDO EIRL,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2023,EDICIONES OVEROL ANDRES ALEJANDRO FLORIT CENTO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2023,EDICIONES OVEROL ANDRES ALEJANDRO FLORIT CENTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
CHILE,2023,EDICIONES TACITAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2023,EDICIONES TRICAHUE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2023,EDICIONES TRICAHUE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NEERLANDÉS,1.0
CHILE,2023,EDICIONES TRICAHUE LTDA.,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
CHILE,2023,EDICIONES TRICAHUE LTDA.,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,2.0
CHILE,2023,EDICIONES TRICAHUE LTDA.,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2023,EDICIONES UNIVERSIDAD AUSTRAL DE CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATALÁN,1.0
CHILE,2023,EDICIONES UNIVERSIDAD DIEGO PORTALES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
CHILE,2023,EDICIONES VIUDA NEGRA SPA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2023,EDICOLA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
CHILE,2023,EDITORA ZIG-ZAG,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,6.0
CHILE,2023,EDITORA ZIG-ZAG,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,8.0
CHILE,2023,EDITORA ZIG-ZAG,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2023,EDITORIAL ALEJANDRA ZUNIGA CARDENAS E.I.R.L. - KALEI EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2023,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
CHILE,2023,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
CHILE,2023,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
CHILE,2023,EDITORIAL CONTRAPUNTO LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,89.0
CHILE,2023,EDITORIAL HUEDERS LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,4.0
CHILE,2023,EDITORIAL HUEDERS LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,EDITORIAL HUEDERS LIMITADA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2023,EDITORIAL HUEDERS LIMITADA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
CHILE,2023,EDITORIAL IDUNN LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,EDITORIAL IMAGINISTAS LIMITADA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2023,EDITORIAL LUIS ALFONSO TAPIA MENESES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA - LA VORAGINE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATALÁN,1.0
CHILE,2023,EDITORIAL PALINODIA SPA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2023,EDITORIAL PFEIFFER LTDA.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2023,EDITORIAL ROLANDO ANDRES MARTINEZ TRABUCCO E.I.R.L. - EDITORIAL APARTE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
CHILE,2023,ESCRITO CON TIZA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
CHILE,2023,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
CHILE,2023,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
CHILE,2023,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
CHILE,2023,INVERTIDO EDICIONES SPA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2023,JUAN CARLOS CORTES LEON - ABDUCCION EDITORIAL,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2023,JUAN CARLOS CORTES LEON - ABDUCCION EDITORIAL,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,4.0
CHILE,2023,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
CHILE,2023,LA POLLERA EDICIONES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
CHILE,2023,LA POLLERA EDICIONES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,4.0
CHILE,2023,LIBERTAD S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,30.0
CHILE,2023,LOM EDICIONES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
CHILE,2023,LOM EDICIONES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2023,LOM EDICIONES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
CHILE,2023,LOM EDICIONES,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
CHILE,2023,LOM EDICIONES,890 - LITERATURAS DE OTRAS LENGUAS,CHINO,4.0
CHILE,2023,LOM EDICIONES,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,2.0
CHILE,2023,LOS PERROS ROMANTICOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2023,LUCIERNAGA EDICIONES SPA,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,1.0
CHILE,2023,LUCIERNAGA EDICIONES SPA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
CHILE,2023,MACARENA GARCIA MOGGIA EDICIONES EIRL - MUNDANA EDICIONES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
CHILE,2023,MACARENA GARCIA MOGGIA EDICIONES EIRL - MUNDANA EDICIONES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ITALIANO,1.0
CHILE,2023,MAGO EDITORES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
CHILE,2023,MARIA EUGENIA LORENZINI PIZARRO EDITORIAL E.I.R.L. - EDITORIAL FORJA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,MARIA EUGENIA LORENZINI PIZARRO EDITORIAL E.I.R.L. - EDITORIAL FORJA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
CHILE,2023,OSO DE AGUA SPA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,OSO DE AGUA SPA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
CHILE,2023,PIRITA DISTRIBUCION EMILIANA PEREIRA E.I.R.L. - BISTURI 10,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2023,PIRITA DISTRIBUCION EMILIANA PEREIRA E.I.R.L. - BISTURI 10,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CHILE,2023,RED INTERNACIONAL DEL LIBRO,800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,1.0
CHILE,2023,RED INTERNACIONAL DEL LIBRO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
CHILE,2023,"SALEH AEDO, NAIL ANDRES",890 - LITERATURAS DE OTRAS LENGUAS,RUSO,4.0
CHILE,2023,SERVICIOS DE ASESORIA EMPRESARIAL PABLO CURTI - NINO EDITOR,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
CHILE,2023,SERVICIOS DE ASESORIA EMPRESARIAL PABLO CURTI - NINO EDITOR,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
CHILE,2023,SERVICIOS DE ASESORIA EMPRESARIAL PABLO CURTI - NINO EDITOR,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONÉS,1.0
CHILE,2023,TALLERES SARTANA SPA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,ABSTRACCIONES CONCRETAS SPA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,ALQUIMIA EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
CHILE,2024,ALQUIMIA EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
CHILE,2024,ALQUIMIA EDICIONES,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,1.0
CHILE,2024,ANDRES URZUA DE LA SOTTA - PROVINCIANOS EDITORES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2024,ARBOL BRICOLAGE S.A.,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CHILE,2024,CANOPUS EDITORIAL DIGITAL S.P.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
CHILE,2024,CARBON LIBROS EDICIONES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2024,CINOSARGO EDICIONES,890 - LITERATURAS DE OTRAS LENGUAS,CHINO,1.0
CHILE,2024,CLARABOYA EDICIONES SPA,800 - LITERATURA Y RETÓRICA: GENERAL,CATALÁN,1.0
CHILE,2024,COLUMBA EDICIONES LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
CHILE,2024,CUADRO DE TIZA EDICIONES LIMITADA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2024,CUARTO PROPIO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2024,DROUILLY Y PLAZA SPA - NOCTAMBULA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2024,DROUILLY Y PLAZA SPA - NOCTAMBULA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,3.0
CHILE,2024,EDICIONES DE LA LUMBRE LIMITADA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CHILE,2024,EDICIONES EKARE SUR LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
CHILE,2024,EDICIONES EKARE SUR LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,EDICIONES LIBROS DEL CARDO EIRL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDICIONES MARIA CRISTINA VEGA EIRL - EDICIONES DEL DODO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDICIONES METALES PESADOS,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,2.0
CHILE,2024,EDICIONES OVEROL ANDRES ALEJANDRO FLORIT CENTO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDICIONES OVEROL ANDRES ALEJANDRO FLORIT CENTO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
CHILE,2024,EDICIONES TACITAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDICIONES TRICAHUE LTDA.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,10.0
CHILE,2024,EDICIONES TRICAHUE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
CHILE,2024,EDICIONES TRICAHUE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,DANÉS,1.0
CHILE,2024,EDICIONES TRICAHUE LTDA.,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SUECO,1.0
CHILE,2024,EDICIONES TRICAHUE LTDA.,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,4.0
CHILE,2024,EDICIONES TRICAHUE LTDA.,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
CHILE,2024,EDICIONES UNIVERSIDAD AUSTRAL DE CHILE,800 - LITERATURA Y RETÓRICA: GENERAL,POLACO,1.0
CHILE,2024,EDICIONES UNIVERSIDAD AUSTRAL DE CHILE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
CHILE,2024,EDICIONES UNIVERSIDAD AUSTRAL DE CHILE,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
CHILE,2024,EDICIONES UNIVERSIDAD DIEGO PORTALES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDICIONES UNIVERSIDAD DIEGO PORTALES,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
CHILE,2024,EDICIONES UNIVERSIDAD DIEGO PORTALES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
CHILE,2024,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,5.0
CHILE,2024,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
CHILE,2024,EDICIONES URANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDICIONES URANO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INGLÉS,3.0
CHILE,2024,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
CHILE,2024,EDICIONES VIUDA NEGRA SPA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
CHILE,2024,EDICIONES VIUDA NEGRA SPA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
CHILE,2024,EDITORA Y PRODUCTORA PLANETA SOSTENIBLE JUAN FRANCISCO BASCUNAN MUNOZ E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,EDITORA ZIG-ZAG,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
CHILE,2024,EDITORA ZIG-ZAG,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,7.0
CHILE,2024,EDITORA ZIG-ZAG,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
CHILE,2024,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,EDITORIAL AMANUTA LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
CHILE,2024,EDITORIAL CONTRAPUNTO LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,62.0
CHILE,2024,EDITORIAL HUEDERS LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,EDITORIAL HUEDERS LIMITADA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
CHILE,2024,EDITORIAL IDUNN LTDA.,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,INGLÉS,1.0
CHILE,2024,EDITORIAL LIBROSDEMENTIRA LTDA.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDITORIAL MAITRI,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2024,EDITORIAL SAPOSCAT LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,1.0
CHILE,2024,EDITORIAL SAPOSCAT LIMITADA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,EDITORIAL TELURICA LIMITADA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,10.0
CHILE,2024,EDITORIAL TELURICA LIMITADA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
CHILE,2024,EDITORIAL TRINCA LIMITADA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",FRANCÉS,1.0
CHILE,2024,EDITORIAL UNA CASA DE CARTON LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,POLACO,3.0
CHILE,2024,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
CHILE,2024,EDITORIAL UNIVERSIDAD DE SANTIAGO DE CHILE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
CHILE,2024,EUGENIA DE LAS MERCEDES PRADO BASSI - PALABRA EDITORIAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALEMÁN,1.0
CHILE,2024,FONDO DE CULTURA ECONOMICA CHILE S.A.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,GRUPO EDITORIAL NORMA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,6.0
CHILE,2024,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,INVERTIDO EDICIONES SPA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,DANÉS,1.0
CHILE,2024,JUAN CARLOS CORTES LEON - ABDUCCION EDITORIAL,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
CHILE,2024,JUAN CARLOS CORTES LEON - ABDUCCION EDITORIAL,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,3.0
CHILE,2024,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
CHILE,2024,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,810 - LITERATURA AMERICANA EN INGLÉS,INGLÉS,1.0
CHILE,2024,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
CHILE,2024,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
CHILE,2024,L&M CONSULTORIA Y EDICION LIMITADA - BANDA PROPIA EDITORAS,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,1.0
CHILE,2024,LA POLLERA EDICIONES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
CHILE,2024,LA POLLERA EDICIONES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
CHILE,2024,LAUREL EDITORES S.A.,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
CHILE,2024,LIBERTAD S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INDONESIO,1.0
CHILE,2024,LIBERTAD S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,68.0
CHILE,2024,LIBROS FAQIR SPA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
