PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
MÉXICO,2024,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,NAHUATL,2.0
MÉXICO,2024,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
MÉXICO,2024,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,2.0
MÉXICO,2024,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,SANSCRITO,1.0
MÉXICO,2024,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
MÉXICO,2024,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2024,UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
MÉXICO,2024,UNIVERSIDAD VERACRUZANA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
MÉXICO,2024,UNIVERSIDAD VERACRUZANA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2024,UNIVERSIDAD VERACRUZANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
MÉXICO,2024,UNIVERSIDAD VERACRUZANA,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,4.0
MÉXICO,2024,YAXKIN MELCHY RAMOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SUECO,1.0
MÉXICO,2025,"ALBOREZ GARCIA,RICARDO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,"ALBOREZ GARCIA,RICARDO",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INGLÉS,2.0
MÉXICO,2025,"ALBOREZ GARCIA,RICARDO",840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
MÉXICO,2025,"ALBOREZ GARCIA,RICARDO",890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,3.0
MÉXICO,2025,ALMADIA EDICIONES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATALÁN,4.0
MÉXICO,2025,AQUELARRE EDICIONES,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NORUEGO,2.0
MÉXICO,2025,AQUELARRE EDICIONES,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
MÉXICO,2025,AQUELARRE EDICIONES,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,2.0
MÉXICO,2025,ARLEQUIN EDITORIAL Y SERVICIOS,890 - LITERATURAS DE OTRAS LENGUAS,ESLOVACO,1.0
MÉXICO,2025,ARMENTA MALPICA LUIS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATALÁN,1.0
MÉXICO,2025,BAUTISTA LOZANO TAYDE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2025,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2025,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,890 - LITERATURAS DE OTRAS LENGUAS,ESLOVACO,1.0
MÉXICO,2025,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,890 - LITERATURAS DE OTRAS LENGUAS,HINDÍ,1.0
MÉXICO,2025,BONILLA DISTRIBUCION Y EDICION,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,5.0
MÉXICO,2025,BONILLA DISTRIBUCION Y EDICION,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
MÉXICO,2025,BONILLA DISTRIBUCION Y EDICION,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,6.0
MÉXICO,2025,BONILLA DISTRIBUCION Y EDICION,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,3.0
MÉXICO,2025,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2025,"DORANTES BAUTISTA, JAVIER EDUARDO",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,"DORANTES BAUTISTA, JAVIER EDUARDO","850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
MÉXICO,2025,"DORANTES BAUTISTA, JAVIER EDUARDO",890 - LITERATURAS DE OTRAS LENGUAS,RUSO,1.0
MÉXICO,2025,DREAMS ART,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,146.0
MÉXICO,2025,DREAMS ART,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
MÉXICO,2025,EDICIONES ANTILOPE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,EDICIONES DEL LIRIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,NAHUATL,1.0
MÉXICO,2025,EDICIONES DEL LIRIO,890 - LITERATURAS DE OTRAS LENGUAS,ESLOVACO,1.0
MÉXICO,2025,EDICIONES DEL LIRIO,890 - LITERATURAS DE OTRAS LENGUAS,HINDÍ,1.0
MÉXICO,2025,EDICIONES EL NARANJO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2025,EDICIONES LAROUSSE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,4.0
MÉXICO,2025,EDICIONES LAROUSSE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,44.0
MÉXICO,2025,EDICIONES URANO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,2.0
MÉXICO,2025,EDICIONES URANO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,3.0
MÉXICO,2025,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,DANÉS,1.0
MÉXICO,2025,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,FRANCÉS,2.0
MÉXICO,2025,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,215.0
MÉXICO,2025,EDICIONES URANO,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,5.0
MÉXICO,2025,EDICIONESAKAL MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
MÉXICO,2025,EDICIONESAKAL MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,5.0
MÉXICO,2025,EDICIONESAKAL MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2025,EDICIONESAKAL MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
MÉXICO,2025,EDICIONESAKAL MEXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,EDICIONESAKAL MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,56.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,8.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INGLÉS,7.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,7.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,840 - LITERATURA DE LAS LENGUAS ROMANCES,INGLÉS,3.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",INGLÉS,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,3.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,870 - LITERATURAS LATINAS E ITALIANAS,LATÍN,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,6.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,INGLÉS,2.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,890 - LITERATURAS DE OTRAS LENGUAS,CHINO,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,890 - LITERATURAS DE OTRAS LENGUAS,FRANCÉS,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,890 - LITERATURAS DE OTRAS LENGUAS,GRIEGO,1.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,13.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,2.0
MÉXICO,2025,EDITORES MEXICANOS UNIDOS,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,5.0
MÉXICO,2025,EDITORIAL AJTSIKPUM,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,EDITORIAL LECTORUM,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2025,EDITORIAL LECTORUM,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,17.0
MÉXICO,2025,EDITORIAL LECTORUM,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INGLÉS,8.0
MÉXICO,2025,EDITORIAL LECTORUM,840 - LITERATURA DE LAS LENGUAS ROMANCES,INGLÉS,3.0
MÉXICO,2025,EDITORIAL LECTORUM,870 - LITERATURAS LATINAS E ITALIANAS,INGLÉS,1.0
MÉXICO,2025,EDITORIAL LECTORUM,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,12.0
MÉXICO,2025,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,3.0
MÉXICO,2025,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,COREANO,3.0
MÉXICO,2025,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,5.0
MÉXICO,2025,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,43.0
MÉXICO,2025,EDITORIAL OCEANO,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
MÉXICO,2025,EDITORIAL OCEANO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,10.0
MÉXICO,2025,EDITORIAL OCEANO,840 - LITERATURA DE LAS LENGUAS ROMANCES,INGLÉS,1.0
MÉXICO,2025,EDITORIAL PORRUA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,5.0
MÉXICO,2025,EDITORIAL PORRUA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,3.0
MÉXICO,2025,EDITORIAL PORRUA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2025,EDITORIAL PORRUA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,3.0
MÉXICO,2025,EDITORIAL PORRUA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
MÉXICO,2025,EDITORIAL SEXTO PISO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,EDITORIAL SEXTO PISO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NORUEGO,1.0
MÉXICO,2025,EDITORIAL SEXTO PISO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2025,EDITORIAL SEXTO PISO,890 - LITERATURAS DE OTRAS LENGUAS,CROATA,3.0
MÉXICO,2025,EDITORIAL SEXTO PISO,890 - LITERATURAS DE OTRAS LENGUAS,HEBREO,1.0
MÉXICO,2025,EDITORIAL SEXTO PISO,890 - LITERATURAS DE OTRAS LENGUAS,POLACO,1.0
MÉXICO,2025,EDITORIAL SIGEL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
MÉXICO,2025,EDITORIAL TRILLAS,800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,1.0
MÉXICO,2025,EDITORIAL TRILLAS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,28.0
MÉXICO,2025,EDITORIAL TRILLAS,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
MÉXICO,2025,EDITORIAL TRILLAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,3.0
MÉXICO,2025,EDITORIAL TRILLAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,2.0
MÉXICO,2025,EL COLEGIO DE MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,MULTILINGÜE,1.0
MÉXICO,2025,ELEFANTA DEL SUR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,2.0
MÉXICO,2025,ELEFANTA DEL SUR,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2025,ELEFANTA DEL SUR,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
MÉXICO,2025,ELEFANTA DEL SUR,890 - LITERATURAS DE OTRAS LENGUAS,FRANCÉS,2.0
MÉXICO,2025,ELEFANTA DEL SUR,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,2.0
MÉXICO,2025,EVERNESS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
MÉXICO,2025,FLORICANTO,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,5.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,6.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,11.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,30.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,3.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,5.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,INGLÉS,2.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,4.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,10.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,POLACO,1.0
MÉXICO,2025,FONDO DE CULTURA ECONOMICA MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,ÁRABE,2.0
MÉXICO,2025,GARCIA CARRILLO ROBERTO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2025,GONZALEZ GARCIA GERARDO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,GRANDA LAMADRID ESTEPHANI,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
MÉXICO,2025,"GRANISES, SERVICIOS DE EDICION Y COMUNICACION",840 - LITERATURA DE LAS LENGUAS ROMANCES,CATALÁN,1.0
MÉXICO,2025,GRUPO PAIDOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,GRUPO PANINI,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,454.0
MÉXICO,2025,GRUPO PANINI,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONÉS,598.0
MÉXICO,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
MÉXICO,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,8.0
MÉXICO,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,114.0
MÉXICO,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
MÉXICO,2025,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
MÉXICO,2025,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FRANCÉS,1.0
MÉXICO,2025,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,266.0
MÉXICO,2025,GRUPO PLANETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ITALIANO,1.0
MÉXICO,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,2.0
MÉXICO,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,FRANCÉS,1.0
MÉXICO,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INGLÉS,11.0
MÉXICO,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NORUEGO,1.0
MÉXICO,2025,GRUPO PLANETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SUECO,4.0
MÉXICO,2025,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,11.0
MÉXICO,2025,GRUPO PLANETA,840 - LITERATURA DE LAS LENGUAS ROMANCES,INGLÉS,3.0
MÉXICO,2025,GRUPO PLANETA,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
MÉXICO,2025,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CATALÁN,4.0
MÉXICO,2025,GRUPO PLANETA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,9.0
MÉXICO,2025,GRUPO PLANETA,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,GRIEGO,1.0
MÉXICO,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,ALEMÁN,1.0
MÉXICO,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,COREANO,1.0
MÉXICO,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
MÉXICO,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,35.0
MÉXICO,2025,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,1.0
MÉXICO,2025,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
MÉXICO,2025,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,21.0
MÉXICO,2025,GRUPO SANTILLANA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
MÉXICO,2025,GRUPO SANTILLANA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,7.0
MÉXICO,2025,GRUPO SANTILLANA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
MÉXICO,2025,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,5.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,83.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,5.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ITALIANO,1.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,LATÍN,1.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,12.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",INGLÉS,1.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,6.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,COREANO,2.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,FRANCÉS,2.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,2.0
MÉXICO,2025,HACHETTE EDITORIAL MEXICO,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,7.0
MÉXICO,2025,IMPALA COMUNICACION GRAFICA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,IMPALA COMUNICACION GRAFICA,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2025,IÑIGUEZ GOMEZ GUSTAVO,840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,1.0
MÉXICO,2025,LEETRA FINAL,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
MÉXICO,2025,LEETRA FINAL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
MÉXICO,2025,LIBROS Y PRODUCCIONES CULTURALES EL MANOJO DE IDEAS,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
MÉXICO,2025,LITERATELIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,INGLÉS,1.0
MÉXICO,2025,LITERATELIA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,2.0
MÉXICO,2025,LOZANO AYUB JEANNETTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,"MACMILLAN EDUCACION, S.A. DE C.V",800 - LITERATURA Y RETÓRICA: GENERAL,CHINO,1.0
MÉXICO,2025,"MACMILLAN EDUCACION, S.A. DE C.V",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,7.0
MÉXICO,2025,"MACMILLAN EDUCACION, S.A. DE C.V",800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
MÉXICO,2025,"MACMILLAN EDUCACION, S.A. DE C.V",830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
MÉXICO,2025,"MARSHALL, SIMON JOSEPH",860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,2.0
MÉXICO,2025,MUSEO ICONOGRAFICO DEL QUIJOTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
MÉXICO,2025,OMN DISTRIBUIDORA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
MÉXICO,2025,OMN DISTRIBUIDORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,3.0
MÉXICO,2025,OMN DISTRIBUIDORA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ALEMÁN,1.0
MÉXICO,2025,OMN DISTRIBUIDORA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
MÉXICO,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
MÉXICO,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,3.0
MÉXICO,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,182.0
MÉXICO,2025,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
MÉXICO,2025,"PEREZ MORTERA, HUMBERTO RODRIGO",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
MÉXICO,2025,"PERLA EDICIONES, S.A. DE C.V.",820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,14.0
MÉXICO,2025,"PERLA EDICIONES, S.A. DE C.V.",840 - LITERATURA DE LAS LENGUAS ROMANCES,FRANCÉS,10.0
MÉXICO,2025,"PERLA EDICIONES, S.A. DE C.V.",890 - LITERATURAS DE OTRAS LENGUAS,COREANO,2.0
MÉXICO,2025,"PERLA EDICIONES, S.A. DE C.V.",890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,3.0
MÉXICO,2025,"PERLA EDICIONES, S.A. DE C.V.",890 - LITERATURAS DE OTRAS LENGUAS,JAPONÉS,1.0
MÉXICO,2025,"PERLA EDICIONES, S.A. DE C.V.",890 - LITERATURAS DE OTRAS LENGUAS,RUSO,2.0
MÉXICO,2025,PUBLICACIONES DHARMA BOOK & PUBLISHING,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INGLÉS,1.0
MÉXICO,2025,PUERTABIERTA EDITORES,890 - LITERATURAS DE OTRAS LENGUAS,RUSO,1.0
MÉXICO,2025,SAUTTO FLORES IDALIA,890 - LITERATURAS DE OTRAS LENGUAS,INGLÉS,1.0
MÉXICO,2025,SECRETARIA DE CULTURA DE VERACRUZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NORUEGO,1.0
MÉXICO,2025,SECRETARIA DE CULTURA DE VERACRUZ,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
MÉXICO,2025,SECRETARIA DE CULTURA DEL ESTADO DE GUANAJUATO,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,NORUEGO,1.0
MÉXICO,2025,SELECTOR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,3.0
