GRUPO_EDITORIAL_COMPLETO,TIPO_AGENTE,PAIS,ANO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2021,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD IBEROAMERICANA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDAD INDUSTRIAL DE SANTANDER,EDITORIAL UNIVERSITARIA,COLOMBIA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD INDUSTRIAL DE SANTANDER,EDITORIAL UNIVERSITARIA,COLOMBIA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDAD JUAREZ AUTONOMA DE TABASCO,EDITORIAL UNIVERSITARIA,MÉXICO,2016,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,EDITORIAL UNIVERSITARIA,MÉXICO,2010,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,EDITORIAL UNIVERSITARIA,MÉXICO,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD JUAREZ DEL ESTADO DE DURANGO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD LA SALLE,EDITORIAL UNIVERSITARIA,MÉXICO,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD LA SALLE,EDITORIAL UNIVERSITARIA,MÉXICO,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,EDITORIAL UNIVERSITARIA,MÉXICO,2018,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2012,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2021,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2022,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2022,820 - LITERATURA INGLESA E INGLESA ANTIGUA,10.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2023,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
UNIVERSIDAD NACIONAL,EDITORIAL UNIVERSITARIA,COSTA RICA,2024,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2010,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2010,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2011,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2012,800 - LITERATURA Y RETÓRICA: GENERAL,19.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2012,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2013,800 - LITERATURA Y RETÓRICA: GENERAL,16.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2013,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2013,870 - LITERATURAS LATINAS E ITALIANAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2013,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2014,800 - LITERATURA Y RETÓRICA: GENERAL,27.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2014,870 - LITERATURAS LATINAS E ITALIANAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2014,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2015,800 - LITERATURA Y RETÓRICA: GENERAL,11.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2015,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2016,800 - LITERATURA Y RETÓRICA: GENERAL,27.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2016,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2017,800 - LITERATURA Y RETÓRICA: GENERAL,17.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2017,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,5.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2017,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2018,800 - LITERATURA Y RETÓRICA: GENERAL,14.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2018,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2018,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,4.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2019,800 - LITERATURA Y RETÓRICA: GENERAL,18.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2019,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,5.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2019,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2020,800 - LITERATURA Y RETÓRICA: GENERAL,20.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2020,870 - LITERATURAS LATINAS E ITALIANAS,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2021,800 - LITERATURA Y RETÓRICA: GENERAL,18.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2021,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2021,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2021,870 - LITERATURAS LATINAS E ITALIANAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2022,800 - LITERATURA Y RETÓRICA: GENERAL,16.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2022,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2022,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2022,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2023,800 - LITERATURA Y RETÓRICA: GENERAL,29.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2023,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2023,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2023,870 - LITERATURAS LATINAS E ITALIANAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2023,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2024,800 - LITERATURA Y RETÓRICA: GENERAL,33.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2024,870 - LITERATURAS LATINAS E ITALIANAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2025,800 - LITERATURA Y RETÓRICA: GENERAL,20.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2025,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2025,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2025,870 - LITERATURAS LATINAS E ITALIANAS,1.0
UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,EDITORIAL UNIVERSITARIA,MÉXICO,2025,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,3.0
UNIVERSIDAD NACIONAL DE CHIMBORAZO,EDITORIAL UNIVERSITARIA,ECUADOR,2020,890 - LITERATURAS DE OTRAS LENGUAS,2.0
UNIVERSIDAD NACIONAL DE COLOMBIA,EDITORIAL UNIVERSITARIA,COLOMBIA,2025,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDAD NACIONAL DE COLOMBIA,EDITORIAL UNIVERSITARIA,COLOMBIA,2025,890 - LITERATURAS DE OTRAS LENGUAS,2.0
UNIVERSIDAD NACIONAL DE CORDOBA,EDITORIAL UNIVERSITARIA,ARGENTINA,2013,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
UNIVERSIDAD NACIONAL DE EDUCACION DEL ECUADOR,EDITORIAL UNIVERSITARIA,ECUADOR,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL DE ENTRE RIOS. UNER,EDITORIAL UNIVERSITARIA,ARGENTINA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL DE ENTRE RIOS. UNER,EDITORIAL UNIVERSITARIA,ARGENTINA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL DE FORMOSA,EDITORIAL UNIVERSITARIA,ARGENTINA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,EDITORIAL UNIVERSITARIA,ARGENTINA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,EDITORIAL UNIVERSITARIA,ARGENTINA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN,EDITORIAL UNIVERSITARIA,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN. UNSAM EDITA,EDITORIAL UNIVERSITARIA,ARGENTINA,2015,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
UNIVERSIDAD NACIONAL DE GRAL. SAN MARTIN. UNSAM EDITA,EDITORIAL UNIVERSITARIA,ARGENTINA,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA,EDITORIAL UNIVERSITARIA,PERÚ,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NACIONAL DE LA PAMPA,EDITORIAL UNIVERSITARIA,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD NACIONAL DE LA PLATA,EDITORIAL UNIVERSITARIA,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL DE ROSARIO,EDITORIAL UNIVERSITARIA,ARGENTINA,2020,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,EDITORIAL UNIVERSITARIA,ARGENTINA,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,EDITORIAL UNIVERSITARIA,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD NACIONAL DE VILLA MARIA,EDITORIAL UNIVERSITARIA,ARGENTINA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
UNIVERSIDAD NACIONAL EXPERIMENTAL INDIGENA DEL TAUCA,EDITORIAL UNIVERSITARIA,VENEZUELA,2015,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
UNIVERSIDAD NACIONAL EXPERIMENTAL INDIGENA DEL TAUCA,EDITORIAL UNIVERSITARIA,VENEZUELA,2017,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,EDITORIAL UNIVERSITARIA,PERÚ,2011,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD NUR ENTIDAD CIVIL SIN FINES DE LUCRO,EDITORIAL UNIVERSITARIA,BOLIVIA,2025,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD PERUANA UNION,EDITORIAL UNIVERSITARIA,PERÚ,2011,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD PONTIFICIA BOLIVARIANA,EDITORIAL UNIVERSITARIA,COLOMBIA,2010,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,EDITORIAL UNIVERSITARIA,MÉXICO,2025,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD POPULAR AUTONOMA DEL ESTADO DE PUEBLA,EDITORIAL UNIVERSITARIA,MÉXICO,2025,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD RAFAEL LANDIVAR,EDITORIAL UNIVERSITARIA,GUATEMALA,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD RAFAEL LANDIVAR,EDITORIAL UNIVERSITARIA,GUATEMALA,2020,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2010,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2011,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2011,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2012,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD RICARDO PALMA,EDITORIAL UNIVERSITARIA,PERÚ,2023,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD SAN FRANCISCO DE QUITO - USFQ,EDITORIAL UNIVERSITARIA,ECUADOR,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD SAN FRANCISCO DE QUITO - USFQ,EDITORIAL UNIVERSITARIA,ECUADOR,2024,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD SANTIAGO DE CALI,EDITORIAL UNIVERSITARIA,COLOMBIA,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD TECNICA DE COTOPAXI,EDITORIAL UNIVERSITARIA,ECUADOR,2016,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD TECNOLOGICA DE BOLIVAR,EDITORIAL UNIVERSITARIA,COLOMBIA,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD TECNOLOGICA DE BOLIVAR,EDITORIAL UNIVERSITARIA,COLOMBIA,2020,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD TECNOLOGICA DE BOLIVAR,EDITORIAL UNIVERSITARIA,COLOMBIA,2020,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD TECNOLOGICA DE BOLIVAR,EDITORIAL UNIVERSITARIA,COLOMBIA,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD TECNOLOGICA DE PEREIRA,EDITORIAL UNIVERSITARIA,COLOMBIA,2023,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD TECNOLOGICA METROPOLITANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2010,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2010,820 - LITERATURA INGLESA E INGLESA ANTIGUA,7.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2010,890 - LITERATURAS DE OTRAS LENGUAS,4.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2011,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2011,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2012,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2012,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2012,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2012,890 - LITERATURAS DE OTRAS LENGUAS,6.0
